date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:42:24	53213/53213	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:33:57%20GMT	http://kodeforest.net/html/uoe/courses-detail.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/courses-detail.html	(from http://kodeforest.net/html/uoe/)
13:42:25	30356/30356	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:34:11%20GMT	http://kodeforest.net/html/uoe/our-teacher.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/our-teacher.html	(from http://kodeforest.net/html/uoe/)
13:42:26	34873/34873	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:34:11%20GMT	http://kodeforest.net/html/uoe/our-teacher-details.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/our-teacher-details.html	(from http://kodeforest.net/html/uoe/)
13:42:27	30871/30871	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:34:03%20GMT	http://kodeforest.net/html/uoe/gallery-masonary-2col.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/gallery-masonary-2col.html	(from http://kodeforest.net/html/uoe/)
13:42:28	30784/30784	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:34:05%20GMT	http://kodeforest.net/html/uoe/gallery-masonary.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/gallery-masonary.html	(from http://kodeforest.net/html/uoe/)
13:42:29	32136/32136	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:34:04%20GMT	http://kodeforest.net/html/uoe/gallery-masonary-4col.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/gallery-masonary-4col.html	(from http://kodeforest.net/html/uoe/)
13:42:30	30497/30497	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:34:02%20GMT	http://kodeforest.net/html/uoe/filterable-gallery.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/filterable-gallery.html	(from http://kodeforest.net/html/uoe/)
13:42:31	25530/25530	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:33:47%20GMT	http://kodeforest.net/html/uoe/404.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/404.html	(from http://kodeforest.net/html/uoe/)
13:42:32	28668/28668	---M--	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202016%2014:33:55%20GMT	http://kodeforest.net/html/uoe/contactus-2.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/contactus-2.html	(from http://kodeforest.net/html/uoe/)
13:42:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Nov%202021%2008:12:32%20GMT	http://kodeforest.net/html/uoe/about-us.html	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/about-us.html	(from http://kodeforest.net/html/uoe/)
13:42:52	85144/85144	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:01%20GMT	http://kodeforest.net/html/uoe/extra-images/intro-1.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/intro-1.jpg	(from http://kodeforest.net/html/uoe/)
13:42:58	33634/33634	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:02%20GMT	http://kodeforest.net/html/uoe/extra-images/intro-2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/intro-2.jpg	(from http://kodeforest.net/html/uoe/)
13:43:00	201445/201445	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:39%20GMT	http://kodeforest.net/html/uoe/extra-images/slider1.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/slider1.jpg	(from http://kodeforest.net/html/uoe/)
13:43:08	52102/52102	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:04%20GMT	http://kodeforest.net/html/uoe/extra-images/intro-3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/intro-3.jpg	(from http://kodeforest.net/html/uoe/)
13:43:09	56809/56809	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:43:36%20GMT	http://kodeforest.net/html/uoe/extra-images/cur-wrap-2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/cur-wrap-2.jpg	(from http://kodeforest.net/html/uoe/)
13:43:09	3449/3449	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:43:44%20GMT	http://kodeforest.net/html/uoe/extra-images/cur_ft.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/cur_ft.jpg	(from http://kodeforest.net/html/uoe/)
13:43:12	3455/3455	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:43:41%20GMT	http://kodeforest.net/html/uoe/extra-images/cur_ft-2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/cur_ft-2.jpg	(from http://kodeforest.net/html/uoe/)
13:43:20	59194/59194	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:43:43%20GMT	http://kodeforest.net/html/uoe/extra-images/cur-wrap.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/cur-wrap.jpg	(from http://kodeforest.net/html/uoe/)
13:43:22	61381/61381	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:43:37%20GMT	http://kodeforest.net/html/uoe/extra-images/cur-wrap-3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/cur-wrap-3.jpg	(from http://kodeforest.net/html/uoe/)
13:43:22	3110/3110	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:43:44%20GMT	http://kodeforest.net/html/uoe/extra-images/cur_ft-3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/cur_ft-3.jpg	(from http://kodeforest.net/html/uoe/)
13:43:35	77538/77538	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:46%20GMT	http://kodeforest.net/html/uoe/extra-images/home-gallery1.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/home-gallery1.jpg	(from http://kodeforest.net/html/uoe/)
13:43:36	73845/73845	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:47%20GMT	http://kodeforest.net/html/uoe/extra-images/home-gallery2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/home-gallery2.jpg	(from http://kodeforest.net/html/uoe/)
13:43:49	69869/69869	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:50%20GMT	http://kodeforest.net/html/uoe/extra-images/home-gallery4.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/home-gallery4.jpg	(from http://kodeforest.net/html/uoe/)
13:43:51	95741/95741	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:50%20GMT	http://kodeforest.net/html/uoe/extra-images/home-gallery3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/home-gallery3.jpg	(from http://kodeforest.net/html/uoe/)
13:44:04	82766/82766	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:53%20GMT	http://kodeforest.net/html/uoe/extra-images/home-gallery5.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/home-gallery5.jpg	(from http://kodeforest.net/html/uoe/)
13:44:06	85929/85929	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:53%20GMT	http://kodeforest.net/html/uoe/extra-images/home-gallery6.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/home-gallery6.jpg	(from http://kodeforest.net/html/uoe/)
13:44:14	52912/52912	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:56%20GMT	http://kodeforest.net/html/uoe/extra-images/home-gallery7.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/home-gallery7.jpg	(from http://kodeforest.net/html/uoe/)
13:44:17	65311/65311	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:18%20GMT	http://kodeforest.net/html/uoe/extra-images/faculty-mb1.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/faculty-mb1.jpg	(from http://kodeforest.net/html/uoe/)
13:44:20	696738/696738	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:44%20GMT	http://kodeforest.net/html/uoe/extra-images/slider3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/slider3.jpg	(from http://kodeforest.net/html/uoe/)
13:44:22	48016/48016	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:19%20GMT	http://kodeforest.net/html/uoe/extra-images/faculty-mb2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/faculty-mb2.jpg	(from http://kodeforest.net/html/uoe/)
13:44:31	58780/58780	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:22%20GMT	http://kodeforest.net/html/uoe/extra-images/faculty-mb4.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/faculty-mb4.jpg	(from http://kodeforest.net/html/uoe/)
13:44:31	44792/44792	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:22%20GMT	http://kodeforest.net/html/uoe/extra-images/news1.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/news1.jpg	(from http://kodeforest.net/html/uoe/)
13:44:31	91208/91208	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:22%20GMT	http://kodeforest.net/html/uoe/extra-images/faculty-mb3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/faculty-mb3.jpg	(from http://kodeforest.net/html/uoe/)
13:44:35	33577/33577	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:22%20GMT	http://kodeforest.net/html/uoe/extra-images/news2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/news2.jpg	(from http://kodeforest.net/html/uoe/)
13:44:40	50280/50280	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:24%20GMT	http://kodeforest.net/html/uoe/extra-images/news3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/news3.jpg	(from http://kodeforest.net/html/uoe/)
13:44:43	51679/51679	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:24%20GMT	http://kodeforest.net/html/uoe/extra-images/news4.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/news4.jpg	(from http://kodeforest.net/html/uoe/)
13:44:43	16446/16446	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:53%20GMT	http://kodeforest.net/html/uoe/extra-images/testemonial.1.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/testemonial.1.jpg	(from http://kodeforest.net/html/uoe/)
13:44:45	4484/4484	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:54%20GMT	http://kodeforest.net/html/uoe/extra-images/instagram-1.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/instagram-1.jpg	(from http://kodeforest.net/html/uoe/)
13:44:46	15582/15582	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:45:55%20GMT	http://kodeforest.net/html/uoe/extra-images/testemonial.2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/testemonial.2.jpg	(from http://kodeforest.net/html/uoe/)
13:44:46	4143/4143	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:56%20GMT	http://kodeforest.net/html/uoe/extra-images/instagram-2.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/instagram-2.jpg	(from http://kodeforest.net/html/uoe/)
13:44:48	2600/2600	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:57%20GMT	http://kodeforest.net/html/uoe/extra-images/instagram-3.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/instagram-3.jpg	(from http://kodeforest.net/html/uoe/)
13:44:48	3721/3721	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:58%20GMT	http://kodeforest.net/html/uoe/extra-images/instagram-4.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/instagram-4.jpg	(from http://kodeforest.net/html/uoe/)
13:44:50	5563/5563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:58%20GMT	http://kodeforest.net/html/uoe/extra-images/instagram-5.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/instagram-5.jpg	(from http://kodeforest.net/html/uoe/)
13:44:50	3475/3475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Apr%202016%2013:44:59%20GMT	http://kodeforest.net/html/uoe/extra-images/instagram-6.jpg	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/instagram-6.jpg	(from http://kodeforest.net/html/uoe/)
13:44:51	2017/2017	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202016%2013:45:59%20GMT	http://kodeforest.net/html/uoe/extra-images/visacard.png	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/visacard.png	(from http://kodeforest.net/html/uoe/)
13:44:52	9245/9245	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202016%2013:44:44%20GMT	http://kodeforest.net/html/uoe/extra-images/ft_logo.png	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/ft_logo.png	(from http://kodeforest.net/html/uoe/)
13:44:52	2775/2775	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202016%2013:45:19%20GMT	http://kodeforest.net/html/uoe/extra-images/mastercard.png	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/mastercard.png	(from http://kodeforest.net/html/uoe/)
13:44:53	3121/3121	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202016%2013:41:05%20GMT	http://kodeforest.net/html/uoe/extra-images/americancard.png	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/americancard.png	(from http://kodeforest.net/html/uoe/)
13:44:53	2429/2429	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202016%2013:42:03%20GMT	http://kodeforest.net/html/uoe/extra-images/card.png	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/card.png	(from http://kodeforest.net/html/uoe/)
13:44:54	2243/2243	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202016%2013:43:45%20GMT	http://kodeforest.net/html/uoe/extra-images/descoverycard.png	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/descoverycard.png	(from http://kodeforest.net/html/uoe/)
13:45:01	36816/36816	---M--	200	added ('OK')	application/javascript	date:Fri,%2023%20Sep%202016%2014:51:44%20GMT	http://kodeforest.net/html/uoe/js/bootstrap.min.js	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/js/bootstrap.min.js	(from http://kodeforest.net/html/uoe/)
13:45:03	201246/201246	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Apr%202016%2013:45:58%20GMT	http://kodeforest.net/html/uoe/extra-images/training-thumb.png	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/extra-images/training-thumb.png	(from http://kodeforest.net/html/uoe/)
13:45:04	19359/19359	---M--	200	added ('OK')	application/javascript	date:Fri,%2023%20Sep%202016%2014:51:48%20GMT	http://kodeforest.net/html/uoe/js/jquery.bxslider.min.js	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/js/jquery.bxslider.min.js	(from http://kodeforest.net/html/uoe/)
13:45:08	23890/23890	---M--	200	added ('OK')	application/javascript	date:Fri,%2023%20Sep%202016%2014:51:57%20GMT	http://kodeforest.net/html/uoe/js/owl.carousel.min.js	C:/Users/online.alif/Desktop/website/template/kodeforest.net/html/uoe/js/owl.carousel.min.js	(from http://kodeforest.net/html/uoe/)
